Sample Time,Engine Speed (RPM),Engine Load Factor (%),Engine Coolant Temperature (Deg. C),Engine Oil Pressure (kPa),Boost Pressure (kPa),Fuel Pressure (kPa),Inlet Air Temperature (Deg. C),Fuel Consumption Rate (L/hr)
9/30/2021 12:52,1300,27,84,425,6,623.5,54.4,27.65
9/30/2021 12:22,1514,62,83,447,44.5,669.5,47.4,83.6
9/30/2021 11:52,800.5,23,83,280,1.5,581.5,47.5,13.4
9/30/2021 11:22,800,25,83,283.5,1.5,584.5,45,13.8
9/29/2021 16:58,800.5,22,82,279,2,580,49.1,13.2
9/29/2021 16:28,1001,39,82,385.5,6,612,50.7,26
9/29/2021 15:34,1553.5,67,83,438.5,55,654.5,51.9,99.15
9/29/2021 15:04,1475.5,19,82,444.5,7.5,642,49.6,26.35
9/29/2021 14:34,801.5,18,82,283,1.5,578.5,44.5,11.5
9/29/2021 14:04,1000.5,24,82,383.5,5,608.5,49.1,18.55
9/29/2021 13:34,982,30,83,359.5,5.5,607,56.3,22.7
9/29/2021 13:04,1000,30,85,355,6.5,593,53.7,22.35
9/29/2021 12:34,975,55,84,351.5,6.5,594.5,53.1,32.9
9/29/2021 12:04,1778,68,85,446,77,678,50.7,116
9/29/2021 11:34,1762.5,63,85,444.5,72.5,671.5,51.9,111.65
9/29/2021 11:04,1754.5,61,84,452,80,670.5,48.9,156.4
9/29/2021 10:34,1592.5,65,91,427.5,67,655,54.5,102.25
9/29/2021 10:04,800,30,82,285,2.5,586.5,41.6,15.3
9/28/2021 19:35,799,26,82,271,2,581,41.9,14.25
9/28/2021 19:05,1597,68,82,443.5,74.5,675.5,44.5,109.35
9/28/2021 18:35,1815.5,66,84,447.5,92.5,671.5,45.5,111.4
9/28/2021 18:05,1803.5,35,82,468.5,33,666,43.4,61.4
9/28/2021 17:35,799.5,21,82,278.5,2,581,43.8,12.85
9/28/2021 17:05,1522,30,83,446.5,11.5,622,44,38.25
9/28/2021 16:35,998.5,27,82,369.5,5,593.5,50,20.45
9/28/2021 16:05,1801,68,84,445.5,87,671.5,49.8,113.3
9/28/2021 15:35,1850,85,84,444,86,648,51,130.15
9/28/2021 15:05,1005,25,82,376.5,5.5,597.5,50.4,19.1
9/28/2021 14:35,1787.5,41,88,440.5,82,629.5,55.5,78.75
9/28/2021 14:05,1767.5,69,83,451.5,81.5,674,50.3,129.3
9/28/2021 13:35,1781.5,72,83,452,80,678,48.9,120.9
9/28/2021 12:38,1787,73,84,447,89,675.5,50.3,123.25
9/28/2021 12:08,1299,28,84,423.5,6.5,625,51.3,28.6
9/28/2021 11:38,800,28,83,272.5,2,574.5,45.3,14.85
9/28/2021 10:58,801,25,83,276.5,2,581,43.3,13.65
9/28/2021 10:28,800,25,83,278.5,1.5,584,41.8,13.8
9/27/2021 16:58,1296.5,73,83,348,8,601,48.4,59.4
9/27/2021 15:50,974.5,60,82,369.5,6,598.5,46.6,34.1
9/27/2021 15:20,1003.5,27,82,378,4.5,601,47,20.55
9/27/2021 13:45,1793.5,32,82,459.5,31.5,678,45.4,60.45
9/27/2021 13:15,799.5,19,82,277.5,1.5,580.5,46.1,12.1
9/27/2021 12:45,1430,28,82,440.5,8,656.5,47.5,32.9
9/27/2021 12:15,1763.5,47,84,443.5,77,688,49.4,90
9/27/2021 11:45,1757.5,83,84,444.5,74,685,48.3,132.15
9/27/2021 11:15,800,23,82,276.5,1,584,42.3,13.3
9/27/2021 10:45,799.5,25,83,281,2,587,40.3,14.15
9/26/2021 16:59,1352,27,81,434,6.5,647,53.2,29.8
9/26/2021 15:47,1831.5,70,87,436.5,94,673,55.3,114
9/26/2021 15:16,1801,71,87,438.5,81,673,53.3,117.55
9/26/2021 14:46,1813,73,93,424.5,85.5,672.5,58.7,115.45
9/26/2021 14:16,1786.5,76,92,429,89.5,673.5,59.9,121.5
9/26/2021 13:46,1803,89,90,432.5,97.5,670,59.7,134.8
9/26/2021 13:16,1601.5,70,82,445,43,670.5,48.2,98.45
9/26/2021 12:46,800,24,83,277,0.5,582,46.5,13.4
9/26/2021 12:16,800,24,83,277.5,1.5,583,45.8,13.55
9/26/2021 11:46,800.5,25,83,280.5,1.5,586.5,43.5,14
9/25/2021 16:57,1809.5,33,92,433,79,680,61.8,78
9/25/2021 16:27,1807.5,73,88,446.5,91.5,679.5,57.2,120.9
9/25/2021 15:57,1395,31,82,442.5,9.5,647,49.9,34.7
9/25/2021 15:27,1547,43,84,447.5,26.5,663,55,56.9
9/25/2021 14:57,799.5,25,87,251,1.5,568.5,65.3,13.9
9/25/2021 14:27,1820.5,83,102,413.5,91,677,69.7,122.8
9/25/2021 13:57,1800.5,82,100,418.5,90.5,677.5,68.6,123.4
9/25/2021 13:27,1761,96,96,426.5,96.5,675.5,64.4,147
9/25/2021 12:57,994,32,82,376,5,604,51,23.3
9/25/2021 12:27,800,22,82,280.5,2,584,45.5,13.2
9/25/2021 11:57,800.5,23,82,281,2,585,45.8,13.3
9/25/2021 11:27,801.5,23,82,282.5,2,585,45.1,13.55
9/25/2021 10:57,1391,47,82,446.5,17.5,658,43.7,50
9/24/2021 19:23,798.5,30,83,278,3,582,52.8,15.45
9/24/2021 18:53,1677.5,85,85,437.5,107.5,663.5,51.1,134.9
9/24/2021 18:23,799.5,25,86,254.5,1,578.5,60.4,14
9/24/2021 17:53,1785.5,76,99,422,87,677.5,67.9,120.65
9/24/2021 17:23,801,21,82,274,2,571,61.3,13.05
9/24/2021 16:53,1815.5,83,91,443.5,95,683,63.5,130.05
9/24/2021 16:23,701.5,11,108,246,4.5,579,75.3,13.65
9/24/2021 15:53,1766,49,102,415.5,81,673.5,72,89.2
9/24/2021 15:23,969,55,83,367.5,5.5,601,54.2,32.9
9/24/2021 14:53,800,25,82,274,1.5,573,54.4,14
9/24/2021 14:23,800.5,25,82,276.5,2,574,55,13.9
9/24/2021 13:13,1747.5,65,89,438,69,679.5,59.9,121.25
9/24/2021 12:43,1001,24,82,379.5,3,609.5,53.5,18.65
9/24/2021 12:13,999.5,24,90,319,4,592.5,59.5,19
9/24/2021 11:43,1720,38,91,433,62,683,61.9,122.8
9/24/2021 11:13,1302.5,28,82,426.5,7.5,617.5,51.5,28.85
9/23/2021 16:40,1649,81,82,438.5,88.5,658,52.8,129.7
9/23/2021 16:10,1294,28,87,419.5,7.5,633.5,55.4,28.4
9/23/2021 15:40,1794.5,90,96,424,77.5,670.5,69,91.45
9/23/2021 15:10,1777.5,37,94,426,68,673.5,64.8,75.05
9/23/2021 14:40,1817.5,98,93,425.5,97.5,674,64,148.8
9/23/2021 14:10,1299,26,82,428,4.5,631.5,51.4,26.35
9/23/2021 13:40,1621.5,59,83,440,59.5,676.5,52.4,92.15
9/23/2021 13:10,1675.5,90,87,436,114.5,681.5,52.6,143
9/23/2021 12:40,1644.5,75,82,443,86.5,676.5,47.1,120.75
9/23/2021 11:25,1301,28,82,427,7,633,46.6,27.9
9/23/2021 10:55,1594.5,31,83,449.5,16.5,669.5,43.5,42.15
9/23/2021 10:25,1677,86,83,444.5,115.5,683.5,40.6,135.15
9/23/2021 9:55,1412,45,82,438,17.5,669,36,46.45
9/22/2021 16:57,999,25,82,377.5,3,602,47.4,18.65
9/22/2021 13:37,1819.5,24,83,460,35.5,673.5,49.3,49.65
9/22/2021 9:41,799.5,30,82,281.5,1.5,578,39.2,15.2
9/21/2021 16:40,800,22,82,277.5,1,572,45.6,12.85
9/21/2021 16:10,800,22,82,277.5,0.5,572,46.1,12.85
9/21/2021 15:40,800.5,22,82,277,1,571,47.2,12.95
9/21/2021 15:10,799.5,22,82,276,1,573,48.3,12.85
9/21/2021 14:05,1300.5,30,82,433,5.5,639.5,47.9,28.6
9/21/2021 13:35,1491,40,82,445,15,663.5,47.2,46.9
9/21/2021 13:05,799.5,22,82,279,1.5,577,46.7,12.6
9/21/2021 12:35,801,20,82,279.5,1.5,575.5,46.9,12.35
9/21/2021 12:05,1778.5,74,87,441.5,76.5,685,50.4,123.15
9/21/2021 11:35,1816.5,41,83,451,77.5,692.5,46.7,79.55
9/21/2021 11:05,1752.5,63,86,444,69.5,695.5,48.7,118.85
9/21/2021 10:35,1795.5,62,85,444,78.5,678.5,50.1,109.25
9/21/2021 10:05,1815,64,84,449.5,81,687.5,45.3,109.95
9/21/2021 9:35,1839.5,22,82,462.5,49.5,684.5,44.5,52.5
9/21/2021 9:05,1815.5,54,84,446.5,80.5,691,45.4,96.45
9/21/2021 8:35,1792.5,68,84,446.5,82.5,692,45.1,115.2
9/21/2021 8:05,1804.5,28,82,459.5,35,690,40.1,53.3
9/21/2021 7:35,1625,76,83,442.5,98.5,676,38.4,121.15
9/21/2021 7:05,800,28,83,279,2.5,578.5,35.1,14.5
9/20/2021 17:55,800,24,82,277,1.5,576.5,43.2,13.55
9/20/2021 14:36,799.5,21,82,278.5,1,575,45.7,12.95
9/20/2021 14:06,799.5,22,82,278,1.5,574.5,46.1,12.85
9/20/2021 13:36,799.5,23,83,276,1.5,575.5,46.9,13.05
9/20/2021 11:58,801,23,83,277,1.5,575,47.1,13.05
9/20/2021 11:28,799.5,23,83,277.5,2,575,46.3,13.05
9/20/2021 10:58,799.5,24,83,278.5,1.5,575.5,45.3,13.3
9/20/2021 10:28,800,25,82,281,2,579,43.3,13.9
9/19/2021 17:03,800.5,28,82,277.5,1.5,575.5,46.3,14.6
9/19/2021 14:26,1300,30,82,437.5,7,638.5,45.8,28.6
9/19/2021 13:56,1002,31,82,379.5,5.5,608.5,46.2,21.5
9/19/2021 13:26,1019,24,82,372,6,609,48.1,18.75
9/19/2021 12:56,1604.5,69,84,440.5,77,678.5,49.4,110.7
9/19/2021 12:26,1306.5,29,82,432.5,6,624.5,47.1,28.6
9/19/2021 11:16,800,23,82,278.5,1,573,44.6,13.05
9/19/2021 10:46,800,23,82,279.5,1.5,574,43.8,13.05
9/19/2021 10:16,799.5,24,82,280.5,2,574.5,42.9,13.3
9/19/2021 9:46,799.5,25,82,283,1.5,578,41.1,13.8
9/18/2021 19:03,1612.5,29,82,450,12,677.5,40.8,38.6
9/18/2021 18:06,800,19,82,281,1.5,568.5,45.5,11.9
9/18/2021 17:36,1297,30,82,426,6.5,629,48.9,29.2
9/18/2021 17:06,1300.5,27,84,423.5,7,643,53.2,27.3
9/18/2021 16:36,800.5,21,82,280,1.5,571.5,47.3,12.6
9/18/2021 16:06,1035.5,20,82,381.5,8.5,599.5,50.6,41.55
9/18/2021 15:36,1757,71,86,446,72,676.5,52.2,118.85
9/18/2021 15:06,999,29,82,380,4,611.5,47.6,20.65
9/18/2021 14:36,1534.5,43,84,445,25.5,672.5,51,54.15
9/18/2021 14:06,1851,26,83,453.5,72.5,686.5,49.6,49.4
9/18/2021 13:36,1778,82,84,446.5,92,678.5,51.1,139.05
9/18/2021 13:06,1810,42,85,446,86,681.5,50.5,80.3
9/18/2021 12:36,1804,66,84,449,89.5,681.5,48.3,113.15
9/18/2021 12:06,1587.5,65,84,442,70,681,49.2,104.5
9/18/2021 11:36,1542,62,84,438.5,50,659.5,49.1,86.45
9/18/2021 11:06,1408.5,33,82,445.5,11.5,649,41.4,36.45
9/18/2021 9:40,800,22,83,287,1,581,38.4,13.2
9/17/2021 16:38,799.5,21,82,281,0.5,573.5,44.3,12.85
9/17/2021 16:08,854.5,98,82,277,1.5,575,47.1,41.9
9/17/2021 15:38,1702,92,86,435.5,117,617.5,51.2,144.75
9/17/2021 15:08,799.5,20,82,280.5,2,565.5,50.6,12.35
9/17/2021 14:38,801,22,82,278.5,1.5,569,53.7,13.2
9/17/2021 14:08,1857,86,85,445,90.5,670,53.4,133.1
9/17/2021 13:38,1814.5,77,84,451,93.5,682.5,49.1,124.8
9/17/2021 13:08,799,21,82,280.5,1,574.5,44.7,12.6
9/17/2021 12:38,1805,78,83,456,62,684,45.7,121.25
9/17/2021 12:08,1001.5,26,82,374.5,5,600.5,47.2,19.85
9/17/2021 11:38,1839,29,86,445.5,82.5,681,51.4,60.45
9/17/2021 11:08,1824,32,83,453,76.5,685.5,47.7,67.45
9/17/2021 10:38,1759,73,84,449.5,81,686,46.1,125.5
9/17/2021 10:08,1754,25,82,456.5,57.5,675.5,40.4,61.15
9/17/2021 9:38,1578,32,82,453,10.5,656.5,39.5,41.9
9/17/2021 9:08,1385.5,49,82,446,20,644.5,33.8,49.65
9/16/2021 18:18,801,25,83,271,2,572.5,40.2,13.55
9/16/2021 17:48,1576,40,82,446,26.5,672.5,43.4,53.2
9/16/2021 17:18,1628.5,37,86,442.5,31.5,671,48,53.3
9/16/2021 15:28,1354.5,19,82,437.5,5,649,43.2,23.5
9/16/2021 14:58,801,21,82,281.5,1.5,572.5,43.1,12.45
9/16/2021 14:03,1835,31,83,453,71,675,47.9,63.4
9/16/2021 13:33,1790.5,32,83,454,48.5,673.5,46.5,62.25
9/16/2021 13:03,1843,31,83,452,73,677.5,47.6,57.95
9/16/2021 12:33,980,63,83,371.5,5.5,597,41.8,35.25
9/16/2021 11:37,801,19,82,283.5,1,582,43,11.9
9/16/2021 11:07,1547.5,30,82,449.5,11,654,43.1,36.2
9/16/2021 10:37,800.5,30,82,280.5,2,580.5,40.4,15.2
9/16/2021 10:07,799.5,22,82,288,1,585.5,36.2,12.7
9/15/2021 18:45,1484.5,32,82,445.5,27,661,32.5,41.9
9/15/2021 18:15,799.5,23,82,277.5,2,577,39.5,13.2
9/15/2021 17:21,1619,74,93,418,95,670.5,56.1,117.45
9/15/2021 16:27,800,21,82,279,1,571.5,46.3,12.6
9/15/2021 15:57,1879,45,88,438.5,92,673.5,48.5,48.35
9/15/2021 15:27,1792,34,82,463.5,27,673,47.3,56.55
9/15/2021 14:57,1432.5,50,84,431.5,23,657.5,53.8,54.4
9/15/2021 13:45,1299,30,82,429,5.5,641.5,47.8,28.6
9/15/2021 13:15,1833.5,23,86,446,67.5,687.5,55.8,53.8
9/15/2021 12:45,1002.5,27,82,380.5,5.5,599,46.8,19.6
9/15/2021 12:15,1797,33,85,448.5,23,674,55.6,56.4
9/15/2021 11:45,1806,31,85,448,48,674.5,56.2,62.8
9/15/2021 11:15,1758.5,79,89,436.5,72.5,672.5,58.4,126.45
9/15/2021 10:45,1034.5,26,82,378,6,601,47.1,19.6
9/15/2021 10:15,1422.5,43,83,436,16.5,660.5,49.3,46.9
9/15/2021 9:45,1300,28,82,430,5.5,648,45.2,27.55
9/15/2021 9:15,1436,72,82,437.5,27,646.5,42.4,77.9
9/15/2021 8:45,1409,44,82,444.5,18.5,650.5,34.8,47.05
9/14/2021 19:39,1335,32,82,436.5,9,646.5,38.4,32.4
9/14/2021 17:07,1368,30,84,424.5,6.5,633,54.4,31.85
9/14/2021 16:37,1512.5,34,87,427.5,9.5,637.5,53.4,40.15
9/14/2021 16:07,1002,27,84,354.5,4.5,594.5,54.2,19.7
9/14/2021 15:37,1775,77,85,447.5,86.5,690,51.2,125.3
9/14/2021 15:07,1305,30,89,410.5,8.5,614.5,57.5,28.75
9/14/2021 13:22,1864,52,84,448.5,100.5,694,40.4,85.15
9/14/2021 12:52,1776,76,82,448,83,690.5,39.3,126.7
9/14/2021 12:22,1821.5,59,84,448.5,60,675,49,100.95
9/14/2021 11:52,1800.5,33,82,467.5,26,678.5,41.6,56.9
9/14/2021 8:44,1575,35,83,435.5,12,655,38.6,45.6
9/14/2021 8:14,1589,39,82,449,17.5,673,42.3,48.95
9/14/2021 7:44,1299,31,82,437.5,7,637.5,31.2,30.3
9/13/2021 17:41,798.5,26,82,279,0.5,580,35.2,13.9
9/13/2021 17:11,799.5,23,82,281,2,580,33.8,13.3
9/13/2021 13:50,800,22,83,278,1.5,575.5,46.3,12.85
9/13/2021 11:12,799.5,25,83,282.5,1.5,573.5,42.9,13.8
9/13/2021 10:42,799.5,24,83,286,1.5,576,40.5,13.4
9/12/2021 19:15,1002,25,82,384.5,3,604,36.8,17.45
9/12/2021 18:45,997.5,28,82,383,4,603,38.4,20.05
9/12/2021 18:15,1002.5,24,82,383.5,4,602.5,40.3,17.45
9/12/2021 17:45,998,31,82,381.5,4.5,605.5,41,21.15
9/12/2021 15:11,1003,27,83,381.5,4,595.5,43.6,18.9
9/12/2021 14:41,1001,30,83,381,4,595.5,41.8,21.25
9/12/2021 12:10,797.5,30,82,279.5,1.5,571.5,41.6,15.1
9/12/2021 11:40,799.5,19,82,284,1,570,42.7,12.1
9/12/2021 11:10,799.5,20,82,281.5,0.5,570,43.8,12.25
9/12/2021 10:40,999.5,25,82,387.5,4,599.5,38.7,18.9
9/11/2021 19:51,800,18,82,283,2,571.5,31.4,11.4
9/11/2021 19:21,1021.5,22,83,366,5.5,599.5,29.9,17.7
9/11/2021 18:51,999.5,36,82,382.5,6,602.5,32.7,24.25
9/11/2021 18:21,1795,34,82,470.5,28,672.5,32.9,59.95
9/11/2021 17:51,999.5,24,83,379.5,3.5,595,42.9,18.15
9/11/2021 17:21,997.5,31,83,381,5,599,40.7,21.95
9/11/2021 15:51,796,29,82,283.5,2,569,42.6,14.6
9/11/2021 15:21,1000,29,82,381.5,4.5,597.5,43.8,21.4
9/11/2021 14:51,1839,25,82,462,29,670,41,43.35
9/11/2021 14:21,1016,22,82,384,5,597.5,42.6,17.45
9/11/2021 13:51,964,54,82,379,4,595,43.5,31.35
9/11/2021 13:21,1031.5,34,83,380.5,7.5,601,41.8,22.9
9/11/2021 12:51,973,60,82,380.5,6,598.5,43.5,34.2
9/11/2021 12:21,1002,26,82,387.5,5,599.5,42.8,19.6
9/11/2021 11:51,1003.5,25,83,391.5,5,601,38.7,19.1
9/10/2021 22:04,969.5,61,82,377,6.5,599.5,34.1,34.45
9/10/2021 21:34,1000,27,82,385,5,597.5,33.7,20.05
9/10/2021 21:04,975,34,82,385.5,4.5,597,33.7,23.65
9/10/2021 20:34,997.5,34,82,383,6,599.5,35.7,23.4
9/10/2021 19:07,944.5,78,82,375,7.5,597,37.5,43.35
9/10/2021 18:37,1007.5,23,82,386.5,5.5,599.5,37,18.9
9/10/2021 18:07,996.5,42,82,378.5,6,600,39.2,26.6
9/10/2021 17:37,1013.5,22,82,386.5,5.5,601,39.7,17.45
9/10/2021 17:07,996.5,40,83,379.5,5.5,598.5,40.7,24.8
9/10/2021 16:37,999.5,22,82,391.5,2.5,598,39.2,16.75
9/10/2021 15:39,800,24,83,286,0.5,578.5,38.8,13.3
9/10/2021 10:30,801,22,82,290.5,1,582,30.9,12.85
9/09/2021 18:44,800.5,24,83,285.5,1,580,33.6,13.4
9/08/2021 17:17,799,26,83,277.5,1,575.5,43.2,14
9/08/2021 15:20,799.5,24,83,279,1,575,46.1,13.4
9/08/2021 14:50,799.5,25,83,278.5,1.5,575,46.6,13.9
9/08/2021 12:44,800.5,27,83,280,1.5,575,45.6,14
