Sample Time,Engine Speed (RPM),Engine Load Factor (%),Engine Coolant Temperature (Deg. C),Engine Oil Pressure (kPa),Boost Pressure (kPa),Fuel Pressure (kPa),Inlet Air Temperature (Deg. C),Fuel Consumption Rate (L/hr)
11/02/2021 15:34,1746.5,85,83,458,72.5,683,41.9,132.4
11/02/2021 15:04,1824,73,83,453,97.5,686,42.6,124.35
11/02/2021 14:34,799.5,20,82,289,1,585,43.9,12
11/02/2021 14:04,1565,6,87,442,12.5,642.5,50.7,17.7
11/02/2021 13:34,1201,27,82,419,7,635,47.9,24.8
11/02/2021 13:04,1795,44,83,451,84.5,688,45.7,84.3
11/02/2021 12:34,1203,29,82,427.5,7,642,40.4,25.65
11/02/2021 12:04,1579,14,83,454,16.5,662,39.5,25.9
11/02/2021 11:34,1470,49,83,445.5,21,644,37,55.35
11/02/2021 11:04,799.5,20,82,289.5,2,582,37.6,12.45
11/02/2021 10:34,799.5,25,83,291.5,1.5,585,35.7,13.55
11/01/2021 18:12,800,26,82,285.5,1.5,583,34.4,13.9
11/01/2021 16:44,1311,25,82,437,4.5,624.5,38,25.3
11/01/2021 16:14,1401.5,31,83,440.5,16.5,630,36.9,35.5
11/01/2021 15:24,801,17,82,287.5,1.5,575,35.7,11.05
11/01/2021 14:14,1779.5,69,83,452,87.5,679.5,41.4,119.45
11/01/2021 13:44,1299,27,81,434.5,4.5,641.5,41.4,26.5
11/01/2021 13:14,1778,72,82,454.5,80,678,37.8,119.45
11/01/2021 12:44,1800.5,68,83,452,94.5,671,42.8,116.95
11/01/2021 12:14,1883,69,83,452.5,105,689,41.8,108.2
11/01/2021 11:44,1488,17,82,449.5,8,664.5,37,22.8
11/01/2021 10:38,801,29,82,295.5,2.5,585,32.1,14.75
10/31/2021 17:39,1644,73,83,447.5,92.5,680.5,40,118.4
10/31/2021 17:09,1618.5,58,84,447,61.5,676.5,44.2,91.1
10/31/2021 15:51,1203,28,82,426,5,633.5,41.5,25.4
10/31/2021 15:21,1798,69,83,452,84.5,686,47.6,111.15
10/31/2021 14:51,1769,70,84,453,75,686,43.9,117.35
10/31/2021 12:48,1299.5,26,82,433.5,7,641,44.5,26.35
10/31/2021 12:18,1467.5,50,82,446,21,658,38.7,54.05
10/31/2021 11:48,1604.5,37,82,451.5,11.5,671,37.9,47.25
10/31/2021 11:18,799.5,21,82,284,1.5,572.5,38.3,12.7
10/31/2021 10:48,1334.5,33,82,442,7.5,633,38.2,33
10/31/2021 10:18,800,26,82,292,2,585.5,37.3,14.15
10/30/2021 15:21,799,23,82,285.5,1.5,575,42.5,13.05
10/30/2021 14:51,799.5,26,82,277,1.5,570.5,46.1,13.9
10/30/2021 14:06,799,19,82,291,1.5,571.5,40.4,12.1
10/30/2021 13:36,1820.5,69,83,455,92.5,677,40,116.95
10/30/2021 13:06,1768,81,83,454,84.5,682,41.8,135.75
10/30/2021 12:36,1867,37,83,454.5,91,679,41.7,63.9
10/30/2021 11:58,1213.5,26,82,423,7,638,38,24.8
10/30/2021 11:28,1572.5,15,82,452,10,674,35.5,25.75
10/30/2021 10:58,1598.5,59,83,445,65.5,670.5,36,94.75
10/30/2021 10:28,799.5,30,82,291,2.5,588,31.8,15.1
10/29/2021 15:03,800.5,26,83,285.5,1.5,575,43.7,13.9
10/29/2021 13:10,800.5,24,83,286.5,1,577,41.9,13.55
10/29/2021 12:40,795,24,83,286.5,1.5,576.5,41.5,12.85
10/29/2021 12:10,799.5,31,83,289.5,2,580,40.7,15.2
10/28/2021 23:32,1300,26,82,438.5,5,631,31.2,25.9
10/28/2021 22:13,1580,66,83,446,71.5,675,35.5,103.55
10/28/2021 21:43,1617,67,82,446.5,78,669.5,35.3,108.3
10/28/2021 21:13,1431.5,46,82,441.5,20,660,34.9,50.85
10/28/2021 19:32,799,22,83,267.5,1,571,43.3,12.95
10/28/2021 18:19,801,20,82,285,2,579.5,41.8,12.6
10/28/2021 17:49,1840,40,83,450,90,685.5,45.1,77.55
10/28/2021 17:19,1752,48,83,451,73.5,684,43.1,92.05
10/28/2021 16:49,1762,34,83,450.5,73,684.5,43.6,73.65
10/28/2021 16:19,1496.5,60,84,438,41,667,45.8,76
10/28/2021 15:49,1300,24,82,435,4.5,627,43.5,24.8
10/28/2021 15:19,799.5,24,82,285,1,575,45.2,13.8
10/28/2021 14:49,1503.5,14,83,442,7.5,658.5,45.6,22.8
10/28/2021 14:19,799.5,22,82,283,1,582,45.6,12.6
10/28/2021 13:49,1808.5,77,83,450,88,687.5,45.6,126.95
10/28/2021 13:19,1750,83,83,457.5,81.5,689,41,133
10/28/2021 12:49,1509.5,13,82,449,6.5,663,40.3,21.6
10/28/2021 12:19,1448.5,54,83,438.5,30,649.5,38.4,62.1
10/28/2021 11:49,1590,21,84,448.5,23.5,625,40.5,45.7
10/28/2021 10:08,799.5,24,83,292.5,0.5,583.5,34.5,13.55
10/27/2021 14:38,800,22,82,289,1,579.5,36,13.05
10/27/2021 14:08,799.5,24,83,288,1,579,36.8,13.3
10/26/2021 17:26,1301,30,82,429.5,7,612.5,42.3,29
10/26/2021 16:56,1298.5,29,85,419.5,10.5,618,47.5,29.1
10/26/2021 15:42,799.5,25,82,273.5,2,571,45.4,13.8
10/26/2021 14:29,800,24,82,276.5,1.5,579.5,51.1,13.55
10/26/2021 13:59,1793.5,65,87,444,81.5,673.5,55.5,111.25
10/26/2021 13:29,1788.5,68,85,447,82,679.5,52.5,115.3
10/26/2021 12:59,1820,67,83,449.5,89.5,679.5,44.4,112
10/26/2021 12:29,1205,29,82,420,9,641.5,44.3,28.25
10/26/2021 11:59,1195,36,82,424.5,9,643.5,38.8,31.6
10/26/2021 11:29,1609,34,82,451.5,12.5,661.5,37.1,43.35
10/26/2021 10:40,800.5,30,83,278.5,2,574.5,34.9,15.2
10/25/2021 16:37,1201,29,83,425,5.5,623,45.2,24.35
10/25/2021 16:07,1199.5,29,83,425,5,621.5,44.8,24.95
10/25/2021 15:37,1198,31,83,425.5,5,621.5,44.2,26
10/25/2021 15:07,1200,27,83,426,5,621.5,42.3,24.45
10/25/2021 13:51,799.5,22,82,287.5,1.5,581.5,40.3,12.85
10/25/2021 13:21,1205,31,82,426,7.5,617,38.9,26.35
10/25/2021 12:51,1202.5,26,82,424.5,4,626.5,36.8,23.75
10/25/2021 12:21,1822.5,63,83,452,81.5,683,41.7,101.05
10/25/2021 11:51,1744.5,60,83,451,83.5,682.5,40.3,109.6
10/25/2021 10:21,800,22,83,297,1.5,586,30,12.6
10/24/2021 17:23,800.5,20,82,291,2,582.5,27.9,12.1
10/24/2021 16:53,799.5,16,82,292,0.5,574.5,29,10.7
10/24/2021 16:23,1803,66,83,454,83,677.5,35.6,108.05
10/24/2021 15:53,1844.5,64,83,454,93.5,690.5,34.1,81.45
10/24/2021 15:23,1821.5,61,82,455,87,684,31.7,107.45
10/24/2021 14:53,1744.5,99,83,457,85,678.5,32,152
10/24/2021 14:23,1200,30,82,427,7,626.5,28.6,25.75
10/24/2021 13:20,800.5,26,82,292,1.5,585,28.3,13.65
10/24/2021 12:50,800.5,22,82,291.5,1,585,29.5,12.7
10/23/2021 18:49,1303.5,28,82,436,5,635.5,36.1,26.85
10/23/2021 18:19,1297,30,82,430,8,645,41.5,29.8
10/23/2021 17:49,1625.5,78,83,445,97,665.5,41.3,124
10/23/2021 17:19,1394.5,34,82,442,9,646,41.4,34.8
10/23/2021 16:49,801,25,82,284.5,1.5,583,43,13.55
10/23/2021 15:20,1199.5,27,82,422.5,4.5,618.5,45.4,24.35
10/23/2021 14:50,1771.5,73,83,452.5,76.5,671.5,43.7,120.3
10/23/2021 14:20,1174,70,84,415.5,29.5,626.5,42.1,65.55
10/23/2021 13:50,1202,27,82,426,5,625.5,43.8,24.35
10/23/2021 13:20,1366,30,82,441,6.5,637.5,42.9,30.15
10/23/2021 12:50,1587,32,82,455,12,650.5,43.2,42.4
10/23/2021 12:20,804.5,20,83,291.5,1.5,579.5,40.3,12.6
10/23/2021 10:06,800,30,82,301.5,1.5,585.5,35.2,15.2
10/22/2021 16:40,799,28,83,282,1.5,576,41.8,14.6
10/22/2021 14:30,800.5,25,82,288.5,1,569.5,42.9,13.55
10/22/2021 12:54,1199.5,26,82,427.5,3.5,623,42.9,24.45
10/22/2021 12:24,1800.5,64,84,453,55.5,681,50.7,105.1
10/22/2021 11:54,1790.5,70,85,452.5,77,686,50,116.75
10/22/2021 11:24,1759.5,78,83,455.5,63,688,43.4,131.2
10/22/2021 10:54,1840.5,22,83,456,69.5,683,43.6,51.4
10/22/2021 10:24,1503.5,62,83,452.5,50,650,34.6,83.85
10/21/2021 16:13,1297,28,82,441.5,4.5,630,40.5,27.45
10/21/2021 15:43,1769.5,70,83,457.5,65,677,42.6,130.25
10/21/2021 15:13,1882,43,83,457.5,80,692,42.3,68.5
10/21/2021 14:43,1811,28,83,459,55.5,675.5,42.2,60.1
10/21/2021 14:13,1789.5,70,83,457.5,74,680,41,117.45
10/21/2021 13:43,1782.5,79,83,457.5,72,680.5,42.2,130.05
10/21/2021 13:13,1211,31,83,425.5,10,623,39.6,27.9
10/21/2021 11:57,800.5,25,83,291,1.5,582,39.3,13.8
10/21/2021 11:27,800,30,83,294.5,2.5,584,37.4,15.2
10/20/2021 19:01,800,20,82,295.5,1,585,37.3,12.25
10/20/2021 18:31,801,21,82,293,1.5,580.5,37.7,12.6
10/20/2021 17:25,1299.5,28,83,439,6,636,38.6,27.1
10/20/2021 16:55,1204,30,82,430,8,626.5,38,26
10/20/2021 16:03,1132,75,83,427,11.5,620,41,54.5
10/20/2021 15:33,1464.5,61,82,451,37.5,637,41.5,72.55
10/20/2021 14:07,800.5,32,83,310.5,2.5,582,36.8,15.55
10/20/2021 1:06,796,22,82,314,4,580.5,31,12.85
10/20/2021 0:36,801,19,82,297,2,578,32.3,12
10/19/2021 23:04,1476,23,82,449.5,10,641,36.3,28.15
10/19/2021 22:34,1440.5,53,82,448,25.5,656.5,34.6,59.4
10/19/2021 22:04,1585,63,83,449,75,668,36.1,103.45
10/19/2021 21:34,1349,32,82,442,9.5,643,33.8,33.75
10/19/2021 20:39,799.5,23,83,290.5,1.5,581,32.4,13.2
10/19/2021 20:09,801,20,82,298.5,1,578,32.6,12.25
10/19/2021 19:39,1732,78,82,463.5,47,679,33.5,123.75
10/19/2021 19:09,1300,31,82,438,12.5,642,33.6,33.35
10/19/2021 18:39,799.5,19,82,295.5,1,578.5,36.6,12
10/19/2021 18:09,1880,56,82,466,75.5,682.5,37.2,49.5
10/19/2021 17:39,1867,40,83,461,71.5,682,39.8,50.85
10/19/2021 17:09,1855.5,41,83,460,71.5,680.5,40.8,71.15
10/19/2021 16:39,1798,71,83,459,72,678.5,40.4,119.1
10/19/2021 16:09,1510.5,59,83,447.5,45.5,662.5,38.4,76.25
10/19/2021 15:28,799,19,82,296.5,2,581,39.8,12.25
10/19/2021 14:58,800.5,25,83,290,2,581.5,37.8,13.9
10/19/2021 14:28,1200,30,82,428.5,7.5,632,37.8,26.15
10/19/2021 13:58,1739,67,83,463,48,677,37.3,123.75
10/19/2021 12:58,1201,29,82,431.5,7,637,33.7,26.85
10/19/2021 12:28,1208,26,82,433,6,638.5,32.5,24.7
10/19/2021 11:58,1490,18,82,453,7.5,662.5,31.9,23.5
10/19/2021 11:28,1608,64,83,452,78.5,672.5,34.3,104.6
10/18/2021 22:19,1307,26,82,448.5,8,644.5,30.3,27.8
10/18/2021 21:49,1575,50,82,453,37,666.5,28.4,67.45
10/18/2021 21:19,1663.5,83,83,452,110.5,668.5,32,132.75
10/18/2021 20:49,799.5,17,82,299,1,580,32.5,11.4
10/18/2021 20:19,1822.5,23,82,464.5,55.5,684.5,31.4,51.4
10/18/2021 19:49,1794,70,82,463.5,75,679.5,30,117.35
10/18/2021 19:19,1821,16,82,470.5,47,689,29.7,42.85
10/18/2021 18:49,1863,32,82,463.5,72,688,31.3,56.15
10/18/2021 18:19,1858,73,82,462.5,79.5,684,33.2,85.6
10/18/2021 17:49,1841.5,30,83,463.5,63.5,692,35.3,56.75
10/18/2021 17:19,1896.5,22,83,463.5,77.5,697,32.6,40.6
10/18/2021 16:49,1871.5,55,82,464.5,68,694,32.4,85.15
10/18/2021 15:31,1621,78,83,455,100,666,32.7,123.15
10/18/2021 15:01,800.5,26,82,296.5,2,586,35.5,13.9
10/18/2021 14:31,1361,15,82,445.5,17,658,35.6,13.4
10/18/2021 14:01,1587,55,82,453.5,48.5,674,40.2,79.45
10/18/2021 12:56,800.5,23,82,300,1.5,583,36.6,13.05
10/18/2021 12:26,799.5,28,83,297,2,584.5,35.7,14.6
10/17/2021 16:20,1499,27,82,452.5,8,631,44.3,33.35
10/17/2021 15:50,800,25,83,290,2.5,566,39.5,13.65
10/17/2021 14:24,1382,27,97,427,7,625,44,28.85
10/17/2021 13:54,1435.5,49,83,445,24.5,650,39.8,54.65
10/17/2021 13:24,1479.5,16,82,453,8,665,38.4,23.85
10/17/2021 12:54,799.5,24,82,300,1.5,580.5,34.8,13.4
10/17/2021 12:24,799.5,22,82,296.5,2,580,39,12.85
10/17/2021 11:23,800.5,20,82,300.5,1.5,585.5,38.9,12.35
10/17/2021 10:53,801,21,82,302.5,2,588,38.3,12.6
10/16/2021 20:43,799.5,24,82,299,2,586,34.4,13.4
10/16/2021 18:55,1301.5,28,82,441,7,639.5,36.3,27.2
10/16/2021 18:25,799,24,83,280.5,1.5,574,42.5,13.4
10/16/2021 16:57,1329,27,82,438.5,9,647.5,44.5,27.55
10/16/2021 15:58,800.5,22,82,299.5,2,578.5,42.5,13.05
10/16/2021 15:28,1726.5,96,84,452,141,686,46.3,150.8
10/16/2021 14:58,801,21,82,298,2,582.5,39.6,12.7
10/16/2021 13:38,799.5,21,82,300.5,2,575.5,38.9,12.6
10/16/2021 13:08,799.5,21,82,299.5,1.5,576.5,38.4,12.6
10/16/2021 12:38,800,21,82,300.5,2,573,38.6,12.6
10/16/2021 10:19,799.5,22,82,306,2.5,579,32.3,12.95
10/15/2021 19:15,1348,33,82,424.5,12.5,632.5,39.1,35.5
10/15/2021 18:45,1302.5,29,82,440.5,5.5,646.5,38.6,28.75
10/15/2021 18:15,1321,26,82,444,6.5,647.5,38.8,26.85
10/15/2021 17:27,800.5,25,83,285,3,577,44.3,13.9
10/15/2021 16:57,1419,29,82,448.5,9,656,41.8,31.1
10/15/2021 16:27,1784,77,83,462.5,76.5,691.5,42.6,125.75
10/15/2021 15:57,789,33,82,288.5,2.5,583.5,44.5,15.9
10/15/2021 15:27,1330.5,26,82,445.5,5,641.5,44.8,28.05
10/15/2021 14:57,1621.5,74,83,457,85.5,670,40.4,118.65
10/15/2021 14:27,1830,23,83,464,73.5,695.5,41.5,54.75
10/15/2021 13:57,1787.5,18,83,465,52,686.5,41.9,56.75
10/15/2021 13:27,1011,26,82,396.5,6,607,44.9,20.2
10/15/2021 12:57,799.5,25,82,299.5,1.5,577.5,40.8,13.55
10/15/2021 12:27,1575.5,62,84,452,69.5,679.5,43.5,99.75
10/15/2021 11:57,1298.5,30,83,443,7.5,631,39.1,30.05
10/15/2021 11:27,799.5,19,82,303,1.5,583.5,37.6,12
10/15/2021 10:57,1144,99,83,344,9.5,598,37.3,67.55
10/15/2021 10:27,799,23,83,306.5,1.5,579,35.9,13.2
10/14/2021 18:02,799.5,21,82,294.5,1.5,578,32.8,12.6
10/14/2021 17:32,1710.5,95,83,458,119.5,672,31.2,148.9
10/14/2021 17:02,1829,79,82,464.5,80.5,688.5,31.5,92.05
10/14/2021 16:32,1298.5,29,83,437.5,9.5,627.5,33.4,29.1
10/14/2021 16:02,799.5,18,82,305.5,1,580,31.7,11.5
10/14/2021 15:32,1010.5,23,82,407.5,5.5,607.5,36,18.3
10/14/2021 15:02,799.5,19,82,301,2,578.5,38.5,12.1
10/14/2021 14:32,1855.5,23,83,466.5,69.5,690.5,39,53.45
10/14/2021 13:31,1794.5,67,82,466,78,690.5,37.2,113.65
10/14/2021 13:01,1754.5,48,83,466,79,694,38.8,110.8
10/14/2021 12:31,1765,78,83,458,71,684,47.6,126.35
10/14/2021 12:01,997.5,30,82,406,5,611,45.2,21.75
10/14/2021 11:31,1707,100,83,457.5,130.5,674,42.9,154.5
10/14/2021 11:01,801.5,31,83,296.5,2,584.5,41.3,15.45
10/14/2021 10:31,799.5,26,82,306,2.5,581,40.3,14
10/13/2021 15:07,801,22,83,301.5,2,579.5,44,13.05
10/13/2021 14:37,801,22,82,302.5,1,579.5,44.1,13.05
10/13/2021 14:07,799.5,23,82,302,1.5,580,44.4,12.95
10/13/2021 13:37,800,20,83,302.5,1,580,44.4,12.45
10/13/2021 13:07,801,23,83,303,2,581,44.1,13.3
10/13/2021 12:37,799,24,83,303,1.5,581,42.4,13.55
10/13/2021 10:09,801,29,83,294,2.5,580,40.8,14.75
10/13/2021 9:19,799.5,27,83,301.5,1.5,585,41.3,14.5
10/12/2021 16:16,1301,28,82,444.5,5.5,642.5,41.4,27.1
10/12/2021 15:46,1436,45,82,447.5,22,663.5,40.1,49.5
10/12/2021 15:16,1300.5,30,82,437,8.5,652,43,28.75
10/12/2021 14:46,801,25,82,303,2,585.5,41.5,13.65
10/12/2021 14:16,799.5,24,82,304.5,2.5,588,40.6,13.3
10/12/2021 13:17,994.5,32,82,412,6,621,38.9,22.8
10/12/2021 12:47,1002.5,27,82,406.5,5.5,618.5,39.1,20.2
10/12/2021 12:17,1677.5,84,85,451,117.5,682.5,45.3,133.35
10/12/2021 10:54,800,25,82,310.5,1.5,595.5,36.1,13.9
10/12/2021 10:24,799.5,28,82,312,2.5,595.5,35.8,14.6
10/11/2021 18:42,799.5,22,82,308.5,2,588,38.2,12.95
10/11/2021 17:20,799.5,27,83,309.5,2,591,40.1,14.25
10/11/2021 13:39,801,23,82,308,1,589,40.6,13.2
10/11/2021 13:09,1001,26,82,417,4.5,583.5,34.1,19.7
10/10/2021 16:11,1003.5,23,82,375,4,591.5,40.7,17.2
10/10/2021 15:41,1001,30,82,372.5,5.5,593,40.1,20.55
10/10/2021 15:11,1011,25,82,373,5.5,595,40.1,19
10/10/2021 14:41,1000.5,27,83,369.5,4.5,596,40.8,19.7
10/10/2021 11:41,800.5,23,83,267.5,2,571.5,44.3,13.2
10/09/2021 19:59,800,30,82,260.5,2.5,580,51.2,15.3
10/09/2021 19:02,801,27,82,268.5,2,579,47.4,14.35
10/09/2021 17:53,971.5,60,82,363.5,6,596.5,51.1,34.3
10/09/2021 16:29,1468.5,35,82,438.5,14.5,641.5,48.8,40.4
10/09/2021 15:59,976,75,81,363,11,599,55.9,43.7
10/09/2021 15:29,1643.5,79,91,420.5,100.5,669.5,55.6,126.95
10/09/2021 14:59,800.5,23,82,269.5,1.5,576,48.4,13.3
10/09/2021 14:29,801,25,83,269.5,2,567,47.3,13.65
10/09/2021 10:02,1027,27,83,375,7,597,39,20.65
10/08/2021 17:42,800,22,82,270.5,2,567,37.5,13.05
10/08/2021 17:12,799,22,82,261.5,2,571,37.4,12.6
10/08/2021 16:06,799.5,18,82,274.5,0.5,567,40.8,11.9
10/08/2021 15:36,1388.5,37,81,433.5,10.5,627,43,38
10/08/2021 15:06,1822,24,82,462,31.5,673,47.4,48.8
10/08/2021 14:36,976,56,83,347.5,6,591.5,55.8,32.8
10/08/2021 14:06,1775,70,88,433.5,73.5,671.5,58.1,116.4
10/08/2021 13:36,1001.5,24,84,350,5,596,54.9,18.9
10/08/2021 13:06,1844.5,9,87,439,45,667.5,58.3,31.6
10/08/2021 12:36,1801.5,30,88,436,30.5,673.5,59.2,55.7
10/08/2021 12:06,1857,68,86,439.5,82,675.5,53.8,106.9
10/08/2021 11:36,1649.5,100,89,424,138.5,662.5,52.6,154.95
10/08/2021 11:06,800,24,83,272.5,1.5,578,45.1,13.55
10/07/2021 18:07,800,26,82,265.5,1.5,569.5,47.9,13.9
10/07/2021 16:48,799,23,83,264,1.5,572,40.6,13.4
10/07/2021 16:18,1508.5,60,82,441.5,37.5,667,41.5,75.9
10/07/2021 15:48,1772,67,84,443.5,71.5,672.5,49.4,112
10/07/2021 15:18,1812,64,84,441.5,86,687,49.3,110.1
10/07/2021 14:48,1763,73,86,436.5,78.5,680,53.2,124.2
10/07/2021 14:18,1841.5,61,85,438.5,88.5,675.5,52.7,97.85
10/07/2021 13:48,1805.5,27,84,444,39,679.5,49.7,55.1
10/07/2021 13:18,1000.5,25,82,370.5,4,607.5,45.5,18.65
10/07/2021 12:48,1486.5,20,82,441.5,7,634.5,43.4,26.5
10/07/2021 12:18,801,21,83,272.5,1.5,570,42.2,12.7
10/07/2021 10:22,799.5,18,83,277,1.5,571.5,37.9,11.65
10/06/2021 21:33,1300,27,82,428.5,5,632,43.9,27.45
10/06/2021 21:03,1437,55,83,429.5,28,644,45.6,61.5
10/06/2021 20:33,1301,29,84,419.5,6.5,638,47.4,28.4
10/06/2021 20:03,1303.5,31,82,424,8,641.5,43.9,28.6
10/06/2021 19:33,1532.5,65,85,429,50.5,653.5,47.1,89.9
10/06/2021 19:03,1403.5,34,82,435,11.5,644,38.5,36
10/06/2021 16:27,1299,30,82,427,7.5,635,39.8,29.2
10/06/2021 13:47,799.5,20,83,272.5,1,569,45.3,12.25
10/06/2021 13:17,800.5,22,82,272.5,1.5,570.5,44.7,12.85
10/06/2021 12:47,800,22,83,271.5,1.5,571,45.5,12.7
10/06/2021 12:17,800.5,22,83,272,1.5,571.5,44.7,12.95
10/06/2021 11:47,801,20,83,272,1,571,44.1,12.35
10/06/2021 11:17,800.5,22,83,272.5,1.5,573,42.6,12.95
10/06/2021 10:47,800.5,23,83,273,1.5,573,42,13.05
10/06/2021 10:17,800.5,22,83,276,1.5,576.5,39.3,12.7
10/05/2021 19:51,799.5,24,82,269.5,1,576.5,37.3,13.3
10/05/2021 17:44,1297.5,26,82,427,7,631,46.3,25.65
10/05/2021 17:14,1634.5,58,83,437,59,678.5,47,90.85
10/05/2021 16:44,1728.5,98,83,438.5,128.5,676,47.6,152.25
10/05/2021 16:14,1001.5,24,82,377.5,4.5,608,45.6,18.65
10/05/2021 15:44,1800,78,85,440.5,85.5,685.5,50.8,123.15
10/05/2021 15:14,1019.5,22,82,362.5,5,609,53.3,18.05
10/05/2021 14:44,1881,37,83,446,77,692.5,46.4,62
10/05/2021 14:14,1859,49,83,444.5,75,687.5,46.7,81.35
10/05/2021 13:44,1786,60,83,444.5,68,692,46.5,105.8
10/05/2021 13:14,1297.5,30,82,426,6.5,650.5,40.8,30.05
10/05/2021 12:44,1581,60,83,437.5,58,661.5,38.5,89.9
10/05/2021 12:14,1573.5,31,82,443,13,663.5,37.7,39.45
10/05/2021 11:44,1300,32,82,431,7,635,37.8,30.4
10/05/2021 11:14,800.5,29,83,273.5,2,578,38.2,14.85
10/05/2021 10:44,792.5,27,83,277,1.5,580,35.3,13.9
10/04/2021 17:01,1026,24,82,365,6,598,38.9,18.15
10/04/2021 16:31,1796.5,32,82,460,23,671.5,37.2,53.3
10/04/2021 16:01,999.5,31,83,372,4.5,600,35.6,22.2
10/04/2021 15:31,998.5,36,83,372,6,601,35.9,23.85
10/04/2021 15:01,1016.5,42,83,377,10.5,603,35.7,29
10/04/2021 12:18,801,20,82,274,1,571.5,42.8,12.25
10/04/2021 11:48,799.5,20,82,274.5,1,571.5,43.5,12.25
10/04/2021 11:18,799.5,20,82,275.5,0.5,572,41.9,12.35
10/04/2021 10:48,801,24,82,274,1.5,572.5,42.3,13.4
10/04/2021 10:18,799.5,26,84,268.5,1.5,573,39.1,14
10/03/2021 19:25,1342,33,82,437,7,637,33.3,32.4
10/03/2021 18:55,1343.5,27,82,433,4.5,629.5,36.5,27.65
10/03/2021 18:25,1546.5,62,82,439.5,53,657,39.6,88.35
10/03/2021 17:55,1639,75,83,442,91,675.5,34.3,119.95
10/03/2021 17:25,1626.5,72,84,438.5,93,670.5,39.4,116.4
10/03/2021 16:55,1378.5,39,82,436,12.5,641.5,42.8,41.45
10/03/2021 16:25,1681.5,88,83,443.5,106.5,662,40.8,138.95
10/03/2021 15:55,1768,82,84,443.5,79.5,679.5,45.8,135.15
10/03/2021 15:25,1009.5,23,83,352,5.5,598,47.2,18.55
10/03/2021 14:55,1732.5,58,83,447.5,69.5,677,39.8,107.7
10/03/2021 14:25,1856.5,29,82,448.5,84.5,688.5,42.2,61.3
10/03/2021 13:55,1840.5,46,84,443.5,86.5,687.5,45.6,80.85
10/03/2021 13:25,1300.5,28,82,428.5,6,639,40,27.8
10/03/2021 12:55,1300,29,82,431,5,641.5,39.9,27.8
10/03/2021 12:25,1301.5,31,82,427.5,5.5,640.5,40.1,28.4
10/03/2021 11:55,801,24,83,262.5,1.5,571,41.8,13.3
10/03/2021 11:25,1445,38,83,440,13,642,40.5,42.15
10/03/2021 10:55,799,22,82,276,0.5,579.5,40.8,12.85
10/03/2021 10:25,1359,36,82,436,12,639.5,37.7,35.85
10/02/2021 20:13,799.5,25,83,272.5,1.5,579.5,36.4,13.9
10/02/2021 19:43,801,22,82,274.5,1.5,580.5,37.4,12.7
10/02/2021 16:42,800,26,82,275.5,1.5,576.5,39.7,13.9
10/02/2021 15:43,799.5,24,82,273,1,576.5,41.3,13.4
10/02/2021 15:13,1011,55,83,344.5,8,602,42.5,26.35
10/02/2021 14:43,1783.5,53,83,451.5,59,667.5,42.7,95.35
10/02/2021 14:13,1010,25,82,370.5,4.5,601,41.8,19.1
10/02/2021 13:43,801,21,82,272,1,570,41.8,12.45
10/02/2021 13:13,1562,41,82,438,23,657,41.2,51.2
10/02/2021 12:43,1515.5,10,82,439.5,8,657,39.5,19.85
10/02/2021 12:13,1627,76,83,436.5,91.5,659,39.6,121.15
10/02/2021 11:43,1571,65,83,438,58.5,652,38.4,98.35
10/02/2021 11:13,1381,35,82,435,13,601,34.2,36.2
10/02/2021 10:43,800,24,82,277,1.5,569.5,35.2,13.4
10/02/2021 10:13,1302.5,33,82,434,7.5,616,33.4,31.6
10/02/2021 9:43,801,22,82,283,1.5,573,31.2,12.95
10/01/2021 19:01,1357,38,82,438.5,13,622,31.2,37.75
10/01/2021 18:01,801,22,82,272.5,2,578.5,36.4,12.95
10/01/2021 17:31,1603,59,85,433.5,55,655.5,46,89.3
10/01/2021 17:01,1701.5,96,84,439,121,659,44.1,149.25
10/01/2021 16:31,1611,70,84,437.5,80.5,661,42.2,114.85
10/01/2021 16:01,1607,58,84,438,53.5,660.5,42.7,88.35
10/01/2021 15:04,1460,56,83,437.5,31.5,647.5,41.1,64.5
10/01/2021 13:39,800,18,82,282,2,570.5,38.3,12
10/01/2021 13:09,799.5,20,82,281,2,575,41.4,12.45
10/01/2021 12:39,1778.5,69,83,451,71,684.5,46.9,115.2
10/01/2021 12:09,1754,75,85,444,74.5,685,49.1,128.85
10/01/2021 11:39,1015,50,82,366.5,7,609.5,47.2,29.7
10/01/2021 11:09,800,28,82,276.5,2,579.5,45.6,14.85
10/01/2021 10:39,799.5,25,83,282,1.5,584,45,14
9/30/2021 18:22,1612.5,65,84,438,70,660,47.5,106.3
9/30/2021 17:52,799,21,82,282,1,576.5,44.6,12.7
9/30/2021 17:22,1758.5,67,84,445,77,684.5,50.9,112.45
9/30/2021 16:52,1000,27,82,380,5,609,52.9,20.8
9/30/2021 16:22,1775,72,87,440,79.5,685,54.6,124.7
9/30/2021 15:52,800.5,25,82,275,2,577.5,48.6,13.65
9/30/2021 15:22,799.5,24,82,280,2.5,570.5,50.4,13.65
9/30/2021 14:52,1402.5,25,87,422,8,630.5,57.3,30.4
9/30/2021 14:22,1789.5,99,86,438.5,87.5,678,55.3,146.2
9/30/2021 13:52,997,28,82,372,4.5,605.5,52.9,21.15
9/30/2021 13:22,1828,22,83,462.5,63,687.5,50.1,51.8
